customer_id,tier,relationship_start,preferred_channel,is_active,age,region
1096,Bronze,2024-01-15,Email,True,41,Penang
1097,Silver,2022-12-06,Email,True,37,KL/Selangor
1098,Bronze,2022-03-23,App Push,False,31,Others
1099,Bronze,2023-06-04,Email,True,46,KL/Selangor
1100,Silver,2022-12-30,App Push,True,54,Sabah/Sarawak
1101,Bronze,2023-07-05,App Push,True,35,KL/Selangor
1102,Silver,2023-11-18,WhatsApp,True,58,KL/Selangor
1103,Bronze,2022-01-12,Email,True,39,Others
1104,Silver,2022-04-08,WhatsApp,False,59,KL/Selangor
1105,Bronze,2023-02-19,WhatsApp,True,22,Penang
1106,Gold,2023-06-08,App Push,True,39,KL/Selangor
1107,Bronze,2022-02-10,WhatsApp,False,54,Johor
1108,Bronze,2024-03-04,App Push,True,48,KL/Selangor
1109,Bronze,2022-02-20,Email,True,64,Penang
1110,Bronze,2022-12-15,WhatsApp,False,69,Johor
1111,Bronze,2023-01-31,Email,False,69,KL/Selangor
1112,Silver,2022-08-23,Email,False,38,KL/Selangor
1113,Silver,2024-03-31,Email,True,54,Others
1114,Silver,2022-02-21,App Push,True,41,Johor
1115,Silver,2022-01-25,WhatsApp,True,69,KL/Selangor
1116,Gold,2022-02-14,App Push,True,29,KL/Selangor
1117,Gold,2022-02-22,Email,True,48,KL/Selangor
1118,Bronze,2022-01-17,App Push,True,63,Penang
1119,Silver,2024-09-17,App Push,True,38,Johor
1120,Gold,2024-01-26,WhatsApp,True,24,Others
1121,Bronze,2023-10-23,Email,True,53,Others
1122,Bronze,2022-01-18,Email,True,68,Penang
1123,Gold,2024-01-06,Email,True,69,Penang
1124,Silver,2022-06-17,Email,False,63,KL/Selangor
1125,Silver,2024-03-07,WhatsApp,True,52,KL/Selangor
1126,Bronze,2024-04-10,Email,True,62,Penang
1127,Silver,2022-05-09,WhatsApp,False,47,Johor
1128,Silver,2022-08-16,App Push,False,50,Sabah/Sarawak
1129,Bronze,2024-07-20,App Push,True,38,Others
1130,Silver,2024-07-06,WhatsApp,False,50,Penang
1131,Bronze,2024-09-14,WhatsApp,True,43,Others
1132,Silver,2024-06-06,WhatsApp,True,64,Johor
1133,Bronze,2023-06-19,App Push,True,65,KL/Selangor
1134,Bronze,2024-06-24,App Push,True,27,Johor
1135,Silver,2024-06-09,App Push,True,30,Penang
1136,Silver,2022-09-21,App Push,True,32,Penang
1137,Silver,2022-08-08,Email,True,26,Penang
1138,Bronze,2023-01-14,App Push,True,24,Penang
1139,Bronze,2022-08-14,Email,True,66,Johor
1140,Silver,2024-02-20,Email,True,23,Johor
1141,Bronze,2023-10-25,Email,True,36,KL/Selangor
1142,Silver,2023-04-23,Email,True,41,Others
1143,Gold,2024-02-26,App Push,True,36,Penang
1144,Bronze,2024-05-25,Email,True,41,KL/Selangor
1145,Bronze,2022-06-28,App Push,True,68,KL/Selangor
1146,Silver,2022-10-07,WhatsApp,True,44,Others
1147,Bronze,2023-06-18,Email,True,29,Others
1148,Bronze,2023-01-10,Email,False,50,Sabah/Sarawak
1149,Silver,2023-09-01,App Push,True,38,KL/Selangor
1150,Silver,2022-04-12,App Push,True,64,Penang
1151,Bronze,2022-02-27,App Push,True,37,KL/Selangor
1152,Bronze,2022-12-14,Email,True,33,KL/Selangor
1153,Gold,2024-06-25,Email,True,67,Johor
1154,Bronze,2023-02-04,Email,False,51,KL/Selangor
1155,Silver,2023-06-23,Email,True,62,KL/Selangor
1156,Silver,2023-12-13,WhatsApp,True,47,KL/Selangor
1157,Silver,2023-01-06,Email,False,22,Others
1158,Bronze,2023-11-29,App Push,True,61,Johor
1159,Silver,2023-07-01,Email,True,61,Others
1160,Bronze,2023-05-03,WhatsApp,False,36,KL/Selangor
1161,Bronze,2023-04-18,App Push,True,65,Johor
1162,Silver,2023-08-23,Email,True,42,KL/Selangor
1163,Bronze,2024-04-17,Email,True,53,Johor
1164,Bronze,2024-08-29,WhatsApp,True,66,KL/Selangor
1165,Bronze,2024-05-08,Email,True,38,Sabah/Sarawak
1166,Silver,2022-02-17,WhatsApp,False,37,KL/Selangor
1167,Bronze,2024-04-04,Email,False,46,Johor
1168,Gold,2022-12-15,Email,True,38,KL/Selangor
1169,Silver,2023-08-20,Email,False,24,Penang
1170,Bronze,2024-02-23,WhatsApp,True,29,KL/Selangor
1171,Gold,2023-07-18,WhatsApp,False,28,Penang
1172,Silver,2022-07-19,WhatsApp,False,45,Sabah/Sarawak
1173,Silver,2024-04-03,Email,True,36,Sabah/Sarawak
1174,Bronze,2023-10-01,Email,True,23,Sabah/Sarawak
1175,Silver,2023-03-11,Email,True,31,Penang
1176,Bronze,2022-03-23,WhatsApp,True,47,Johor
1177,Bronze,2024-04-13,Email,False,34,KL/Selangor
1178,Bronze,2024-04-01,App Push,True,65,Others
1179,Gold,2022-05-27,Email,True,39,Sabah/Sarawak
1180,Bronze,2022-03-07,WhatsApp,False,33,Penang
1181,Bronze,2022-12-14,App Push,True,61,Others
1182,Silver,2022-01-26,Email,True,66,KL/Selangor
1183,Silver,2023-03-01,App Push,True,21,Others
1184,Gold,2022-06-14,Email,True,69,KL/Selangor
1185,Bronze,2022-11-24,App Push,True,52,Johor
1186,Gold,2024-08-05,Email,True,49,Others
1187,Bronze,2022-05-11,WhatsApp,True,36,KL/Selangor
1188,Bronze,2023-08-17,Email,False,62,KL/Selangor
1189,Bronze,2023-01-24,Email,True,21,KL/Selangor
1190,Bronze,2023-10-05,WhatsApp,False,55,Johor
1191,Bronze,2024-08-24,Email,True,48,KL/Selangor
1192,Bronze,2023-11-16,Email,True,57,Johor
1193,Silver,2022-10-22,App Push,False,34,KL/Selangor
1194,Silver,2024-02-26,App Push,True,64,KL/Selangor
1195,Bronze,2023-05-14,WhatsApp,True,60,KL/Selangor
1196,Silver,2024-01-05,App Push,True,40,KL/Selangor
1197,Bronze,2023-12-26,Email,True,53,Penang
1198,Silver,2024-09-22,WhatsApp,True,65,KL/Selangor
1199,Bronze,2022-09-23,App Push,True,44,Johor
1200,Silver,2023-09-10,WhatsApp,True,38,Penang
1201,Silver,2023-11-03,WhatsApp,True,50,Penang
1202,Gold,2022-06-12,Email,True,26,KL/Selangor
1203,Silver,2024-06-15,WhatsApp,False,27,KL/Selangor
1204,Silver,2022-02-12,Email,True,32,Sabah/Sarawak
1205,Bronze,2022-03-10,Email,True,35,Johor
1206,Gold,2022-11-15,Email,True,68,Penang
1207,Silver,2022-01-12,WhatsApp,True,57,KL/Selangor
1208,Silver,2022-12-06,App Push,True,27,Others
1209,Bronze,2022-01-03,Email,False,56,KL/Selangor
1210,Silver,2024-09-12,Email,True,21,KL/Selangor
1211,Silver,2022-08-04,App Push,True,38,Others
1212,Bronze,2024-04-03,App Push,True,62,Sabah/Sarawak
1213,Bronze,2022-12-02,Email,True,37,Johor
1214,Silver,2022-08-25,Email,False,43,Johor
1215,Gold,2024-02-27,Email,True,53,Others
1216,Bronze,2023-06-05,WhatsApp,True,33,Others
1217,Bronze,2022-07-31,WhatsApp,True,48,Johor
1218,Silver,2023-06-30,Email,True,57,Johor
1219,Silver,2024-06-16,Email,False,44,KL/Selangor
1220,Gold,2022-04-27,Email,True,68,Others
1221,Bronze,2022-09-26,Email,True,61,Others
1222,Silver,2023-12-25,App Push,True,31,Others
1223,Bronze,2022-08-06,App Push,True,33,Others
1224,Silver,2024-07-23,Email,False,51,Johor
1225,Silver,2024-02-23,WhatsApp,True,62,KL/Selangor
1226,Bronze,2024-03-31,Email,True,32,Others
1227,Silver,2023-11-07,Email,True,40,Johor
1228,Silver,2023-06-11,Email,False,62,Johor
1229,Bronze,2022-10-24,Email,False,69,Others
1230,Gold,2022-08-23,Email,True,61,Sabah/Sarawak
1231,Silver,2023-08-13,Email,True,41,Johor
1232,Silver,2024-08-19,WhatsApp,True,68,KL/Selangor
1233,Bronze,2023-01-12,App Push,False,50,Others
1234,Bronze,2024-05-20,WhatsApp,True,59,Penang
1235,Bronze,2022-03-06,Email,True,57,Johor
1236,Bronze,2023-01-01,App Push,True,50,KL/Selangor
1237,Gold,2022-06-27,Email,True,59,Sabah/Sarawak
1238,Bronze,2023-08-30,Email,False,21,Johor
1239,Bronze,2023-03-29,Email,False,49,Penang
1240,Bronze,2022-04-28,WhatsApp,True,35,Penang
1241,Silver,2023-06-25,App Push,True,25,Penang
1242,Bronze,2022-08-28,Email,True,52,Sabah/Sarawak
1243,Bronze,2023-03-18,Email,True,63,KL/Selangor
1244,Bronze,2024-04-23,Email,True,68,KL/Selangor
1245,Silver,2022-03-28,Email,True,53,KL/Selangor
1246,Bronze,2023-04-16,WhatsApp,True,49,KL/Selangor
1247,Silver,2023-04-08,Email,False,47,Johor
1248,Silver,2024-06-28,WhatsApp,True,22,KL/Selangor
1249,Bronze,2024-01-27,WhatsApp,True,26,Johor
1250,Bronze,2022-08-24,Email,True,53,Others
1251,Gold,2022-05-04,Email,True,67,KL/Selangor
1252,Bronze,2023-10-08,Email,True,38,Others
1253,Silver,2024-08-22,App Push,False,55,Penang
1254,Silver,2022-03-01,WhatsApp,True,45,Sabah/Sarawak
1255,Gold,2023-01-23,WhatsApp,True,31,KL/Selangor
1256,Bronze,2022-10-26,WhatsApp,True,41,Others
1257,Bronze,2024-08-24,WhatsApp,True,48,Sabah/Sarawak
1258,Bronze,2022-07-13,Email,True,65,Johor
1259,Silver,2022-10-30,Email,True,59,Johor
1260,Gold,2023-02-02,WhatsApp,True,38,KL/Selangor
1261,Bronze,2022-06-05,Email,True,55,KL/Selangor
1262,Bronze,2024-02-16,WhatsApp,True,53,Penang
1263,Silver,2024-02-07,Email,True,39,Johor
1264,Silver,2024-03-07,WhatsApp,True,23,KL/Selangor
1265,Silver,2024-09-10,App Push,True,44,Penang
1266,Bronze,2024-07-19,App Push,True,64,KL/Selangor
1267,Silver,2023-10-20,App Push,True,67,Others
1268,Bronze,2023-06-07,Email,True,46,Johor
1269,Silver,2023-04-24,Email,True,61,Penang
1270,Silver,2023-12-03,Email,True,58,Penang
1271,Bronze,2022-06-26,Email,True,58,Johor
1272,Bronze,2022-11-01,WhatsApp,True,68,Others
1273,Silver,2024-08-05,App Push,True,45,Johor
1274,Bronze,2023-01-26,App Push,False,69,Others
1275,Silver,2024-03-09,Email,True,66,Penang
1276,Bronze,2022-04-08,Email,True,45,KL/Selangor
1277,Bronze,2022-06-30,WhatsApp,False,59,Others
1278,Gold,2023-02-02,Email,True,25,KL/Selangor
1279,Bronze,2023-02-14,App Push,False,61,Sabah/Sarawak
1280,Bronze,2022-08-27,Email,True,59,Others
1281,Silver,2024-03-01,Email,True,50,Johor
1282,Bronze,2024-07-06,App Push,True,24,KL/Selangor
1283,Bronze,2022-07-31,App Push,True,25,Sabah/Sarawak
1284,Silver,2024-03-04,App Push,True,65,KL/Selangor
1285,Gold,2024-05-27,Email,False,32,Others
1286,Bronze,2022-02-27,WhatsApp,True,57,Sabah/Sarawak
1287,Silver,2024-01-18,Email,False,51,Penang
1288,Silver,2023-01-22,Email,True,57,KL/Selangor
1289,Bronze,2023-03-22,Email,True,62,Johor
1290,Silver,2024-09-01,WhatsApp,True,54,KL/Selangor
1291,Bronze,2024-02-17,App Push,True,25,KL/Selangor
1292,Silver,2023-11-06,Email,True,33,Johor
1293,Silver,2024-02-20,Email,True,39,KL/Selangor
1294,Bronze,2023-11-24,Email,True,46,Sabah/Sarawak
1295,Silver,2022-09-21,WhatsApp,True,26,Others
1296,Bronze,2024-02-12,Email,True,40,Sabah/Sarawak
1297,Gold,2022-08-28,Email,True,53,KL/Selangor
1298,Silver,2022-11-24,App Push,True,38,Sabah/Sarawak
1299,Silver,2023-10-24,WhatsApp,True,34,Johor
1300,Gold,2023-01-03,App Push,False,28,Johor
1301,Bronze,2022-02-03,App Push,True,63,Others
1302,Bronze,2023-01-24,WhatsApp,True,22,Others
1303,Bronze,2023-10-27,Email,True,38,Johor
1304,Bronze,2023-08-30,Email,True,64,KL/Selangor
1305,Bronze,2023-04-06,Email,False,37,Others
1306,Silver,2024-05-23,Email,False,35,Johor
1307,Silver,2023-11-19,App Push,True,52,KL/Selangor
1308,Gold,2022-07-02,App Push,True,66,Johor
1309,Silver,2023-01-29,Email,True,39,Johor
1310,Silver,2024-02-13,WhatsApp,True,21,KL/Selangor
1311,Silver,2022-03-24,WhatsApp,True,57,KL/Selangor
1312,Silver,2022-06-09,WhatsApp,False,33,KL/Selangor
1313,Silver,2023-08-03,Email,False,69,Penang
1314,Gold,2022-01-29,App Push,False,42,KL/Selangor
1315,Bronze,2024-07-14,Email,True,60,Others
1316,Silver,2022-06-04,Email,False,69,KL/Selangor
1317,Bronze,2023-09-19,Email,True,51,Johor
1318,Bronze,2024-07-15,Email,False,53,KL/Selangor
1319,Bronze,2023-07-24,WhatsApp,True,32,KL/Selangor
1320,Bronze,2023-10-13,WhatsApp,True,55,Penang
1321,Bronze,2023-11-06,Email,True,25,Johor
1322,Bronze,2023-01-06,App Push,True,35,Penang
1323,Silver,2023-11-16,WhatsApp,False,28,Penang
1324,Bronze,2022-08-14,Email,True,40,Others
1325,Bronze,2023-11-06,WhatsApp,True,33,KL/Selangor
1326,Bronze,2023-11-10,Email,False,34,Penang
1327,Gold,2024-06-05,WhatsApp,True,26,Others
1328,Silver,2022-03-15,App Push,True,41,Sabah/Sarawak
1329,Silver,2022-12-16,App Push,False,61,Johor
1330,Bronze,2024-04-21,WhatsApp,True,60,Johor
1331,Silver,2024-09-18,WhatsApp,True,39,Sabah/Sarawak
1332,Silver,2024-05-13,WhatsApp,True,39,KL/Selangor
1333,Bronze,2022-02-16,WhatsApp,False,34,Others
1334,Silver,2022-07-09,Email,True,27,KL/Selangor
1335,Bronze,2022-02-21,Email,True,25,Others
1336,Silver,2024-05-05,WhatsApp,True,56,KL/Selangor
1337,Silver,2023-12-11,Email,True,22,Others
1338,Gold,2023-10-28,WhatsApp,False,69,KL/Selangor
1339,Gold,2023-11-03,WhatsApp,True,55,Johor
1340,Bronze,2022-11-29,WhatsApp,True,53,KL/Selangor
1341,Silver,2022-02-16,Email,True,59,Penang
1342,Bronze,2024-07-05,Email,False,57,KL/Selangor
1343,Bronze,2022-06-22,Email,True,47,KL/Selangor
1344,Silver,2024-08-13,WhatsApp,False,28,Others
1345,Bronze,2022-06-16,Email,True,31,KL/Selangor
1346,Silver,2022-07-07,Email,True,21,Sabah/Sarawak
1347,Silver,2022-05-11,Email,True,42,Sabah/Sarawak
1348,Bronze,2024-05-11,App Push,True,34,Penang
1349,Bronze,2024-08-13,Email,False,62,Johor
1350,Bronze,2023-07-28,Email,True,30,Others
1351,Bronze,2023-02-17,Email,True,50,KL/Selangor
1352,Silver,2024-01-30,WhatsApp,True,67,Penang
1353,Silver,2022-08-31,Email,False,68,KL/Selangor
1354,Bronze,2023-11-10,WhatsApp,True,66,Penang
1355,Silver,2023-01-20,WhatsApp,False,43,Others
1356,Gold,2024-05-10,Email,True,58,KL/Selangor
1357,Gold,2022-01-25,Email,True,25,Sabah/Sarawak
1358,Bronze,2022-07-22,Email,True,55,Penang
1359,Silver,2022-05-28,App Push,True,23,KL/Selangor
1360,Silver,2022-07-19,Email,True,56,KL/Selangor
1361,Bronze,2022-08-23,App Push,True,55,KL/Selangor
1362,Bronze,2023-01-21,Email,True,28,Others
1363,Bronze,2022-05-22,WhatsApp,True,23,Others
1364,Bronze,2023-08-03,App Push,True,30,Johor
1365,Gold,2024-05-11,Email,True,43,Johor
1366,Bronze,2022-08-13,Email,True,50,KL/Selangor
1367,Gold,2023-09-02,Email,True,52,Johor
1368,Gold,2023-07-23,WhatsApp,True,51,KL/Selangor
1369,Bronze,2023-12-11,Email,True,54,KL/Selangor
1370,Bronze,2022-04-28,WhatsApp,True,60,Others
1371,Silver,2023-12-26,WhatsApp,True,47,Sabah/Sarawak
1372,Silver,2023-08-11,App Push,True,47,KL/Selangor
1373,Bronze,2022-08-19,App Push,False,40,KL/Selangor
1374,Bronze,2022-03-31,WhatsApp,True,38,Sabah/Sarawak
1375,Silver,2024-07-10,WhatsApp,True,54,Sabah/Sarawak
1376,Silver,2022-10-31,Email,True,47,KL/Selangor
1377,Silver,2023-06-06,WhatsApp,False,56,Sabah/Sarawak
1378,Bronze,2024-05-29,Email,True,69,Penang
1379,Gold,2024-07-13,Email,True,30,Others
1380,Silver,2024-03-24,App Push,True,21,Others
1381,Bronze,2023-11-02,App Push,True,66,KL/Selangor
1382,Bronze,2023-06-13,WhatsApp,True,33,Sabah/Sarawak
1383,Bronze,2022-01-07,Email,True,53,Sabah/Sarawak
1384,Silver,2022-10-12,Email,True,43,Sabah/Sarawak
1385,Silver,2024-01-13,App Push,False,54,Penang
1386,Silver,2022-06-02,App Push,True,50,KL/Selangor
1387,Bronze,2024-01-18,Email,True,50,Johor
1388,Bronze,2024-03-04,WhatsApp,False,26,Johor
1389,Bronze,2022-09-24,App Push,True,38,Sabah/Sarawak
1390,Bronze,2023-05-30,WhatsApp,True,47,KL/Selangor
1391,Silver,2023-05-12,Email,False,39,Penang
1392,Silver,2023-10-20,App Push,False,55,KL/Selangor
1393,Silver,2024-04-18,WhatsApp,True,21,Sabah/Sarawak
1394,Silver,2023-06-23,App Push,True,35,Others
1395,Silver,2024-07-20,Email,True,68,KL/Selangor
1396,Bronze,2024-09-03,App Push,True,22,KL/Selangor
1397,Silver,2024-06-21,App Push,True,34,KL/Selangor
1398,Silver,2023-08-24,App Push,True,35,KL/Selangor
1399,Bronze,2022-02-09,Email,True,39,KL/Selangor
1400,Silver,2023-05-09,App Push,True,41,KL/Selangor
1401,Bronze,2024-05-04,Email,True,66,KL/Selangor
1402,Gold,2022-04-19,App Push,True,44,KL/Selangor
1403,Silver,2022-02-03,WhatsApp,True,45,Others
1404,Gold,2022-04-29,Email,True,62,KL/Selangor
1405,Gold,2022-10-05,WhatsApp,True,52,Sabah/Sarawak
1406,Bronze,2023-12-04,WhatsApp,False,22,Johor
1407,Bronze,2022-04-04,Email,True,39,Sabah/Sarawak
1408,Gold,2022-09-06,App Push,True,31,KL/Selangor
1409,Bronze,2023-08-10,App Push,True,46,Others
1410,Gold,2024-06-06,Email,True,33,Sabah/Sarawak
1411,Silver,2023-03-01,Email,False,47,KL/Selangor
1412,Silver,2024-05-13,Email,True,47,Penang
1413,Bronze,2024-02-21,Email,False,60,KL/Selangor
1414,Silver,2022-10-31,Email,True,28,KL/Selangor
1415,Silver,2024-01-28,Email,True,23,Others
1416,Silver,2024-06-25,Email,True,22,Johor
1417,Bronze,2024-07-02,WhatsApp,False,60,KL/Selangor
1418,Bronze,2022-03-22,App Push,True,58,KL/Selangor
1419,Bronze,2023-12-17,WhatsApp,False,65,KL/Selangor
1420,Bronze,2022-07-15,Email,True,45,KL/Selangor
1421,Bronze,2024-05-24,Email,True,57,Penang
1422,Silver,2024-07-12,WhatsApp,False,42,Others
1423,Bronze,2023-08-11,App Push,False,56,Others
1424,Bronze,2023-06-04,Email,False,37,Johor
1425,Bronze,2022-02-19,WhatsApp,False,22,Penang
1426,Silver,2024-05-12,Email,True,59,KL/Selangor
1427,Gold,2023-07-11,App Push,True,22,KL/Selangor
1428,Silver,2023-09-10,Email,True,23,KL/Selangor
1429,Bronze,2023-09-03,Email,False,43,Penang
1430,Silver,2024-05-27,WhatsApp,True,64,Johor
1431,Silver,2022-07-17,App Push,True,52,KL/Selangor
1432,Silver,2022-05-26,WhatsApp,False,41,Johor
1433,Silver,2022-08-14,App Push,False,35,Others
1434,Silver,2024-09-11,WhatsApp,False,56,KL/Selangor
1435,Gold,2022-02-27,App Push,True,54,KL/Selangor
1436,Bronze,2022-10-09,Email,True,62,Johor
1437,Bronze,2022-03-20,Email,False,42,KL/Selangor
1438,Bronze,2024-05-21,WhatsApp,False,38,Others
1439,Silver,2023-01-24,App Push,True,44,Sabah/Sarawak
1440,Bronze,2022-06-14,Email,True,40,KL/Selangor
1441,Bronze,2023-06-29,Email,True,54,Penang
1442,Bronze,2023-06-28,Email,True,26,KL/Selangor
1443,Bronze,2024-02-09,WhatsApp,False,22,Others
1444,Bronze,2024-05-26,Email,True,23,Penang
1445,Silver,2022-07-28,WhatsApp,True,21,Others
1446,Silver,2024-07-15,Email,True,68,Johor
1447,Silver,2023-11-24,Email,True,43,Penang
1448,Bronze,2023-08-19,Email,False,67,KL/Selangor
1449,Silver,2022-02-02,App Push,True,31,Penang
1450,Gold,2023-03-18,App Push,True,61,Johor
1451,Bronze,2023-05-11,Email,True,28,KL/Selangor
1452,Bronze,2023-04-18,Email,True,51,KL/Selangor
1453,Bronze,2024-03-22,WhatsApp,True,28,Others
1454,Bronze,2023-07-25,App Push,True,69,Others
1455,Bronze,2024-03-27,App Push,True,49,Johor
1456,Bronze,2022-04-03,Email,True,67,KL/Selangor
1457,Silver,2024-09-25,App Push,True,52,KL/Selangor
1458,Bronze,2024-02-16,Email,True,59,Johor
1459,Silver,2024-07-05,Email,True,39,KL/Selangor
1460,Silver,2022-02-14,WhatsApp,False,50,Penang
1461,Silver,2024-08-06,WhatsApp,True,63,Johor
1462,Bronze,2024-09-19,Email,False,67,Johor
1463,Bronze,2024-09-15,WhatsApp,True,63,Sabah/Sarawak
1464,Bronze,2022-08-04,WhatsApp,False,46,Penang
1465,Bronze,2024-06-13,WhatsApp,True,27,Sabah/Sarawak
1466,Silver,2023-12-07,WhatsApp,True,41,KL/Selangor
1467,Silver,2023-08-18,Email,True,21,Sabah/Sarawak
1468,Bronze,2024-01-27,Email,True,26,Johor
1469,Bronze,2022-02-12,Email,False,54,Johor
1470,Bronze,2022-04-21,Email,True,60,Others
1471,Bronze,2023-12-21,Email,True,62,KL/Selangor
1472,Bronze,2022-06-14,Email,False,31,KL/Selangor
1473,Silver,2024-02-10,WhatsApp,False,28,KL/Selangor
1474,Bronze,2022-05-30,App Push,False,48,Johor
1475,Bronze,2024-07-03,Email,True,40,KL/Selangor
1476,Bronze,2022-11-09,Email,True,30,KL/Selangor
1477,Bronze,2023-10-28,Email,True,30,Others
1478,Silver,2022-10-15,WhatsApp,True,59,Sabah/Sarawak
1479,Gold,2022-01-16,WhatsApp,True,55,Sabah/Sarawak
1480,Silver,2022-01-19,Email,True,38,Others
1481,Silver,2022-02-22,WhatsApp,True,34,Sabah/Sarawak
1482,Silver,2023-07-01,WhatsApp,True,55,Sabah/Sarawak
1483,Bronze,2022-02-10,WhatsApp,True,35,KL/Selangor
1484,Silver,2024-07-19,Email,True,46,Sabah/Sarawak
1485,Gold,2022-08-26,Email,True,37,Others
1486,Silver,2023-08-29,Email,True,58,Others
1487,Bronze,2023-06-03,WhatsApp,True,52,Penang
1488,Gold,2022-05-29,WhatsApp,True,33,KL/Selangor
1489,Silver,2022-01-06,App Push,False,38,KL/Selangor
1490,Bronze,2024-07-03,App Push,True,56,Penang
1491,Silver,2023-12-16,App Push,False,25,KL/Selangor
1492,Silver,2022-12-06,WhatsApp,True,34,Johor
1493,Silver,2023-08-10,Email,True,35,Others
1494,Silver,2022-04-17,Email,True,48,Johor
1495,Silver,2023-08-16,Email,True,59,Others
1496,Bronze,2023-03-21,Email,True,53,KL/Selangor
1497,Bronze,2022-07-02,Email,True,23,Others
1498,Gold,2024-02-18,Email,True,46,Penang
1499,Silver,2022-05-05,Email,True,59,KL/Selangor
1500,Silver,2022-03-16,WhatsApp,True,28,Others
1501,Bronze,2022-03-27,Email,True,61,Sabah/Sarawak
1502,Bronze,2022-04-10,WhatsApp,True,40,KL/Selangor
1503,Gold,2022-11-10,Email,True,26,Sabah/Sarawak
1504,Bronze,2023-06-22,App Push,True,41,Johor
1505,Silver,2023-02-16,Email,True,30,Johor
1506,Bronze,2024-02-08,App Push,True,68,Others
1507,Bronze,2024-08-30,WhatsApp,True,52,Johor
1508,Gold,2023-06-21,App Push,False,26,Penang
1509,Silver,2024-05-18,Email,True,59,Sabah/Sarawak
1510,Silver,2022-08-27,Email,True,23,Penang
1511,Bronze,2023-03-24,WhatsApp,True,30,Johor
1512,Bronze,2024-07-01,Email,True,54,Penang
1513,Bronze,2023-12-04,App Push,True,49,Johor
1514,Gold,2023-03-23,WhatsApp,False,66,KL/Selangor
1515,Silver,2023-12-14,WhatsApp,True,22,Johor
1516,Bronze,2023-12-01,Email,True,68,Sabah/Sarawak
1517,Bronze,2022-03-26,WhatsApp,True,42,Penang
1518,Bronze,2024-07-13,App Push,False,48,Johor
1519,Silver,2023-08-14,Email,True,38,KL/Selangor
1520,Gold,2022-04-21,Email,True,45,Sabah/Sarawak
1521,Gold,2022-03-26,WhatsApp,True,63,Johor
1522,Silver,2022-09-02,Email,True,57,Johor
1523,Silver,2023-12-08,WhatsApp,True,23,KL/Selangor
1524,Silver,2024-05-01,Email,True,59,Sabah/Sarawak
1525,Bronze,2022-04-09,App Push,True,49,Others
1526,Bronze,2023-01-05,Email,True,30,KL/Selangor
1527,Bronze,2024-09-12,Email,True,31,KL/Selangor
1528,Bronze,2023-07-08,WhatsApp,False,33,Sabah/Sarawak
1529,Bronze,2022-08-13,Email,True,22,KL/Selangor
1530,Bronze,2022-12-22,App Push,True,31,KL/Selangor
1531,Bronze,2024-06-01,Email,True,33,KL/Selangor
1532,Gold,2023-08-25,Email,False,42,Others
1533,Silver,2022-02-13,Email,False,39,Johor
1534,Bronze,2024-03-29,WhatsApp,True,29,KL/Selangor
1535,Silver,2023-04-19,WhatsApp,True,60,KL/Selangor
1536,Silver,2024-06-15,WhatsApp,True,55,KL/Selangor
1537,Bronze,2024-04-22,WhatsApp,True,60,Johor
1538,Silver,2024-04-03,WhatsApp,True,55,Johor
1539,Bronze,2022-04-29,Email,False,53,Johor
1540,Bronze,2022-10-24,Email,True,62,KL/Selangor
1541,Gold,2023-03-30,App Push,True,21,KL/Selangor
1542,Bronze,2024-04-26,Email,True,65,KL/Selangor
1543,Silver,2023-07-22,Email,False,30,KL/Selangor
1544,Silver,2023-10-15,Email,False,32,Others
1545,Silver,2023-10-22,Email,True,43,Johor
1546,Silver,2023-11-15,Email,False,26,KL/Selangor
1547,Silver,2024-05-17,WhatsApp,True,41,Others
1548,Bronze,2023-08-13,App Push,False,32,Sabah/Sarawak
1549,Silver,2023-03-20,App Push,False,42,Others
1550,Silver,2022-01-17,WhatsApp,True,40,Sabah/Sarawak
1551,Gold,2022-08-18,Email,False,43,KL/Selangor
1552,Gold,2024-05-28,Email,False,58,Others
1553,Bronze,2024-05-18,Email,True,24,Johor
1554,Bronze,2022-05-09,Email,True,63,Penang
1555,Gold,2022-05-15,Email,True,64,KL/Selangor
1556,Silver,2023-01-07,WhatsApp,True,46,KL/Selangor
1557,Gold,2022-07-08,Email,True,36,KL/Selangor
1558,Bronze,2023-07-15,WhatsApp,True,50,Penang
1559,Silver,2022-07-31,WhatsApp,True,49,KL/Selangor
1560,Bronze,2023-06-04,WhatsApp,True,48,Johor
1561,Bronze,2022-07-12,Email,False,31,Others
1562,Bronze,2024-02-05,App Push,True,54,KL/Selangor
1563,Gold,2024-06-24,Email,False,42,KL/Selangor
1564,Bronze,2022-09-09,Email,True,53,Penang
1565,Gold,2024-02-15,WhatsApp,True,27,Others
1566,Bronze,2023-08-02,Email,False,38,Others
1567,Silver,2022-05-19,Email,True,35,Penang
1568,Bronze,2024-06-08,Email,True,47,Johor
1569,Bronze,2022-02-22,App Push,True,35,Penang
1570,Gold,2022-07-24,WhatsApp,True,51,Penang
1571,Silver,2024-04-11,WhatsApp,True,34,Penang
1572,Gold,2022-06-08,WhatsApp,True,37,KL/Selangor
1573,Silver,2024-05-16,WhatsApp,True,65,KL/Selangor
1574,Bronze,2022-01-26,App Push,False,59,KL/Selangor
1575,Silver,2023-09-11,App Push,True,48,Others
1576,Silver,2023-11-15,Email,True,31,Others
1577,Gold,2023-12-22,WhatsApp,False,36,Penang
