interaction_id,customer_id,campaign_id,send_date,channel,device_type,send_hour,opened,clicked,converted,revenue_rm,prior_engagements_90d,month
9013,3947,209,2025-07-02,App Push,Mobile,15,0,0,0,0.0,2,2025-07
9014,358,202,2025-07-12,WhatsApp,Mobile,18,0,0,0,0.0,1,2025-07
9015,2874,206,2025-07-09,App Push,Mobile,15,0,0,0,0.0,3,2025-07
9016,1705,207,2025-09-20,App Push,Mobile,15,0,0,0,0.0,4,2025-09
9017,1732,209,2025-08-25,App Push,Mobile,15,0,0,0,0.0,2,2025-08
9018,4105,201,2025-09-16,App Push,Mobile,12,1,0,0,0.0,3,2025-09
9019,4147,201,2025-07-18,App Push,Mobile,18,0,0,0,0.0,0,2025-07
9020,253,210,2025-07-01,WhatsApp,Mobile,15,0,0,0,0.0,2,2025-07
9021,1666,203,2025-09-19,App Push,Mobile,12,0,0,0,0.0,0,2025-09
9022,3209,210,2025-07-25,WhatsApp,Mobile,9,0,0,0,0.0,1,2025-07
9023,4632,204,2025-07-22,App Push,Desktop,15,0,0,0,0.0,1,2025-07
9024,394,201,2025-08-05,App Push,Mobile,15,0,0,0,0.0,8,2025-08
9025,3699,203,2025-07-02,App Push,Mobile,18,0,0,0,0.0,3,2025-07
9026,4413,204,2025-09-23,App Push,Desktop,18,0,0,0,0.0,3,2025-09
9027,4719,204,2025-07-12,App Push,Desktop,18,1,1,0,0.0,5,2025-07
9028,1985,203,2025-08-01,App Push,Desktop,15,0,0,0,0.0,2,2025-08
9029,2146,202,2025-09-19,WhatsApp,Mobile,21,0,0,0,0.0,5,2025-09
9030,2714,203,2025-07-24,App Push,Desktop,18,1,1,0,0.0,2,2025-07
9031,3949,210,2025-09-15,WhatsApp,Desktop,12,0,0,0,0.0,2,2025-09
9032,94,208,2025-07-18,WhatsApp,Mobile,9,1,0,0,0.0,4,2025-07
9033,3082,207,2025-09-28,App Push,Mobile,15,0,0,0,0.0,0,2025-09
9034,3632,202,2025-09-23,WhatsApp,Mobile,15,1,0,0,0.0,4,2025-09
9035,4804,206,2025-08-25,App Push,Mobile,18,0,0,0,0.0,3,2025-08
9036,3371,202,2025-07-26,WhatsApp,Desktop,21,0,0,0,0.0,3,2025-07
9037,1246,210,2025-09-06,WhatsApp,Mobile,12,0,0,0,0.0,5,2025-09
9038,2154,207,2025-07-10,App Push,Mobile,18,0,0,0,0.0,1,2025-07
9039,3007,206,2025-09-28,App Push,Desktop,12,0,0,0,0.0,1,2025-09
9040,2753,207,2025-08-29,App Push,Mobile,15,0,0,0,0.0,4,2025-08
9041,2009,209,2025-07-08,App Push,Mobile,15,0,0,0,0.0,5,2025-07
9042,1538,205,2025-08-29,Email,Mobile,15,0,0,0,0.0,5,2025-08
9043,3516,210,2025-09-28,WhatsApp,Desktop,9,1,0,0,0.0,2,2025-09
9044,2930,208,2025-09-01,WhatsApp,Mobile,15,1,0,0,0.0,4,2025-09
9045,3328,203,2025-07-11,App Push,Desktop,18,1,0,0,0.0,3,2025-07
9046,2005,209,2025-08-24,App Push,Mobile,9,1,0,0,0.0,6,2025-08
9047,1317,201,2025-07-04,App Push,Desktop,9,0,0,0,0.0,4,2025-07
9048,64,202,2025-08-23,WhatsApp,Mobile,15,0,0,0,0.0,4,2025-08
9049,2904,207,2025-07-12,App Push,Mobile,18,0,0,0,0.0,5,2025-07
9050,3295,202,2025-09-03,WhatsApp,Mobile,12,1,0,0,0.0,2,2025-09
9051,1775,202,2025-09-12,WhatsApp,Mobile,9,1,1,0,0.0,3,2025-09
9052,3846,207,2025-07-16,App Push,Mobile,18,0,0,0,0.0,3,2025-07
9053,1358,204,2025-08-04,App Push,Mobile,15,0,0,0,0.0,4,2025-08
9054,2036,205,2025-07-25,Email,Mobile,18,0,0,0,0.0,2,2025-07
9055,4874,203,2025-08-22,App Push,Mobile,12,0,0,0,0.0,5,2025-08
9056,4845,204,2025-09-25,App Push,Mobile,18,0,0,0,0.0,0,2025-09
9057,4216,206,2025-07-19,App Push,Mobile,15,0,0,0,0.0,5,2025-07
9058,421,210,2025-08-06,WhatsApp,Desktop,15,0,0,0,0.0,1,2025-08
9059,1315,206,2025-09-17,App Push,Desktop,15,0,0,0,0.0,0,2025-09
9060,190,207,2025-07-13,App Push,Desktop,9,0,0,0,0.0,3,2025-07
9061,3231,203,2025-07-11,App Push,Desktop,12,0,0,0,0.0,0,2025-07
9062,4048,208,2025-08-27,WhatsApp,Mobile,9,0,0,0,0.0,4,2025-08
9063,4696,201,2025-07-30,App Push,Mobile,9,0,0,0,0.0,1,2025-07
9064,4058,203,2025-09-13,App Push,Desktop,15,0,0,0,0.0,2,2025-09
9065,1511,201,2025-07-29,App Push,Desktop,9,1,0,0,0.0,3,2025-07
9066,3162,205,2025-09-21,Email,Desktop,9,0,0,0,0.0,0,2025-09
9067,2600,208,2025-09-14,WhatsApp,Mobile,15,0,0,0,0.0,2,2025-09
9068,413,206,2025-09-19,App Push,Mobile,21,0,0,0,0.0,3,2025-09
9069,3951,207,2025-07-15,App Push,Mobile,9,0,0,0,0.0,0,2025-07
9070,3220,208,2025-09-24,WhatsApp,Mobile,9,1,0,0,0.0,3,2025-09
9071,293,208,2025-07-26,WhatsApp,Mobile,15,0,0,0,0.0,2,2025-07
9072,3106,205,2025-08-28,Email,Mobile,15,0,0,0,0.0,1,2025-08
9073,4895,204,2025-08-23,App Push,Mobile,18,0,0,0,0.0,2,2025-08
9074,219,204,2025-09-14,App Push,Desktop,18,1,0,0,0.0,2,2025-09
9075,2846,202,2025-09-28,WhatsApp,Desktop,15,0,0,0,0.0,3,2025-09
9076,719,202,2025-08-01,WhatsApp,Desktop,18,0,0,0,0.0,1,2025-08
9077,3358,202,2025-08-24,WhatsApp,Desktop,15,0,0,0,0.0,1,2025-08
9078,1791,209,2025-08-25,App Push,Mobile,9,1,1,1,878.23,4,2025-08
9079,1919,207,2025-09-24,App Push,Mobile,9,0,0,0,0.0,4,2025-09
9080,3511,210,2025-08-30,WhatsApp,Mobile,9,0,0,0,0.0,2,2025-08
9081,4549,206,2025-07-03,App Push,Mobile,18,1,0,0,0.0,2,2025-07
9082,2753,209,2025-08-16,App Push,Desktop,15,0,0,0,0.0,4,2025-08
9083,4472,207,2025-09-12,App Push,Mobile,15,0,0,0,0.0,1,2025-09
9084,3201,208,2025-08-07,WhatsApp,Mobile,12,1,0,0,0.0,6,2025-08
9085,2822,209,2025-07-26,App Push,Mobile,21,0,0,0,0.0,3,2025-07
9086,4936,208,2025-07-29,WhatsApp,Mobile,9,1,0,0,0.0,1,2025-07
9087,4722,208,2025-07-21,WhatsApp,Mobile,15,0,0,0,0.0,2,2025-07
9088,3704,203,2025-08-10,App Push,Mobile,18,1,0,0,0.0,1,2025-08
9089,2837,202,2025-08-20,WhatsApp,Desktop,18,0,0,0,0.0,0,2025-08
9090,4949,201,2025-09-01,App Push,Desktop,9,1,0,0,0.0,5,2025-09
9091,4618,207,2025-07-12,App Push,Mobile,9,1,0,0,0.0,2,2025-07
9092,3093,207,2025-07-15,App Push,Mobile,18,0,0,0,0.0,1,2025-07
9093,4686,203,2025-07-17,App Push,Mobile,18,0,0,0,0.0,4,2025-07
9094,3334,207,2025-07-10,App Push,Mobile,21,0,0,0,0.0,1,2025-07
9095,2606,201,2025-07-23,App Push,Mobile,9,1,0,0,0.0,3,2025-07
9096,3985,208,2025-09-09,WhatsApp,Mobile,9,1,0,0,0.0,4,2025-09
9097,4952,207,2025-09-12,App Push,Desktop,21,0,0,0,0.0,2,2025-09
9098,2598,210,2025-09-25,WhatsApp,Mobile,18,0,0,0,0.0,7,2025-09
9099,4432,203,2025-07-09,App Push,Mobile,9,0,0,0,0.0,3,2025-07
9100,2143,208,2025-08-03,WhatsApp,Desktop,12,1,1,0,0.0,4,2025-08
9101,3945,202,2025-07-10,WhatsApp,Mobile,18,0,0,0,0.0,4,2025-07
9102,3813,209,2025-07-16,App Push,Mobile,21,0,0,0,0.0,1,2025-07
9103,251,207,2025-08-24,App Push,Mobile,18,0,0,0,0.0,5,2025-08
9104,3011,209,2025-07-03,App Push,Mobile,9,1,0,0,0.0,3,2025-07
9105,343,202,2025-07-14,WhatsApp,Mobile,15,0,0,0,0.0,4,2025-07
9106,560,204,2025-08-10,App Push,Mobile,15,0,0,0,0.0,0,2025-08
9107,3690,203,2025-08-27,App Push,Mobile,18,0,0,0,0.0,3,2025-08
9108,2653,206,2025-07-19,App Push,Mobile,12,1,0,0,0.0,0,2025-07
9109,679,205,2025-08-28,Email,Mobile,9,0,0,0,0.0,6,2025-08
9110,1423,206,2025-08-18,App Push,Desktop,15,0,0,0,0.0,0,2025-08
9111,1847,209,2025-07-10,App Push,Desktop,18,0,0,0,0.0,4,2025-07
9112,1098,207,2025-07-11,App Push,Mobile,21,0,0,0,0.0,0,2025-07
9113,1562,204,2025-09-10,App Push,Mobile,9,1,0,0,0.0,4,2025-09
9114,2894,210,2025-09-28,WhatsApp,Mobile,15,0,0,0,0.0,4,2025-09
9115,3214,208,2025-09-16,WhatsApp,Mobile,18,1,0,0,0.0,4,2025-09
9116,2749,202,2025-08-23,WhatsApp,Mobile,9,0,0,0,0.0,3,2025-08
9117,1524,208,2025-08-03,WhatsApp,Desktop,18,0,0,0,0.0,4,2025-08
9118,1202,203,2025-09-27,App Push,Mobile,9,0,0,0,0.0,1,2025-09
9119,3344,206,2025-09-18,App Push,Desktop,18,0,0,0,0.0,3,2025-09
9120,4545,203,2025-08-18,App Push,Mobile,15,0,0,0,0.0,0,2025-08
9121,4689,205,2025-09-17,Email,Mobile,15,1,0,0,0.0,6,2025-09
9122,4670,204,2025-07-21,App Push,Mobile,18,1,0,0,0.0,2,2025-07
9123,5,203,2025-07-25,App Push,Mobile,9,1,0,0,0.0,2,2025-07
9124,560,201,2025-08-30,App Push,Desktop,15,1,0,0,0.0,0,2025-08
9125,1729,205,2025-08-27,Email,Desktop,9,0,0,0,0.0,3,2025-08
9126,1555,204,2025-07-22,App Push,Mobile,9,0,0,0,0.0,2,2025-07
9127,3352,205,2025-09-01,Email,Desktop,9,0,0,0,0.0,4,2025-09
9128,4584,206,2025-08-07,App Push,Mobile,15,0,0,0,0.0,3,2025-08
9129,1821,209,2025-08-19,App Push,Desktop,15,1,1,0,0.0,1,2025-08
9130,70,202,2025-07-07,WhatsApp,Mobile,12,0,0,0,0.0,2,2025-07
9131,4473,209,2025-09-01,App Push,Mobile,21,1,0,0,0.0,4,2025-09
9132,425,208,2025-07-31,WhatsApp,Mobile,18,0,0,0,0.0,2,2025-07
9133,4222,210,2025-09-16,WhatsApp,Mobile,12,0,0,0,0.0,2,2025-09
9134,364,205,2025-08-13,Email,Desktop,18,0,0,0,0.0,0,2025-08
9135,3260,205,2025-07-12,Email,Mobile,18,0,0,0,0.0,2,2025-07
9136,1030,207,2025-07-28,App Push,Desktop,12,0,0,0,0.0,0,2025-07
9137,3895,202,2025-07-24,WhatsApp,Desktop,9,0,0,0,0.0,2,2025-07
9138,3829,203,2025-08-07,App Push,Mobile,15,0,0,0,0.0,1,2025-08
9139,1160,203,2025-08-20,App Push,Mobile,18,0,0,0,0.0,2,2025-08
9140,2171,202,2025-09-30,WhatsApp,Mobile,18,0,0,0,0.0,7,2025-09
9141,3406,205,2025-08-26,Email,Mobile,18,0,0,0,0.0,3,2025-08
9142,762,204,2025-09-19,App Push,Desktop,12,0,0,0,0.0,1,2025-09
9143,1570,201,2025-07-30,App Push,Mobile,12,1,0,0,0.0,3,2025-07
9144,4343,208,2025-07-10,WhatsApp,Desktop,15,0,0,0,0.0,0,2025-07
9145,3878,209,2025-07-25,App Push,Mobile,21,0,0,0,0.0,2,2025-07
9146,3613,201,2025-07-05,App Push,Mobile,21,1,0,0,0.0,2,2025-07
9147,827,202,2025-07-27,WhatsApp,Mobile,18,0,0,0,0.0,6,2025-07
9148,634,208,2025-09-28,WhatsApp,Mobile,9,1,0,0,0.0,1,2025-09
9149,34,210,2025-09-09,WhatsApp,Mobile,21,1,0,0,0.0,3,2025-09
9150,2203,203,2025-09-30,App Push,Mobile,9,1,0,0,0.0,3,2025-09
9151,2746,202,2025-07-24,WhatsApp,Mobile,18,1,1,0,0.0,3,2025-07
9152,2510,206,2025-08-18,App Push,Mobile,18,0,0,0,0.0,3,2025-08
9153,2277,209,2025-07-10,App Push,Mobile,9,1,0,0,0.0,4,2025-07
9154,333,208,2025-09-15,WhatsApp,Mobile,12,1,0,0,0.0,2,2025-09
9155,2769,206,2025-07-26,App Push,Mobile,9,0,0,0,0.0,4,2025-07
9156,1827,207,2025-08-09,App Push,Desktop,15,0,0,0,0.0,2,2025-08
9157,3300,202,2025-08-25,WhatsApp,Mobile,15,0,0,0,0.0,2,2025-08
9158,3503,207,2025-09-08,App Push,Mobile,9,1,0,0,0.0,2,2025-09
9159,4312,206,2025-07-11,App Push,Mobile,12,1,0,0,0.0,3,2025-07
9160,2804,210,2025-09-08,WhatsApp,Desktop,18,1,1,1,259.11,0,2025-09
9161,4138,208,2025-07-23,WhatsApp,Mobile,12,0,0,0,0.0,3,2025-07
9162,4520,209,2025-07-22,App Push,Mobile,18,1,0,0,0.0,1,2025-07
9163,2440,205,2025-07-15,Email,Mobile,15,0,0,0,0.0,6,2025-07
9164,4485,203,2025-07-20,App Push,Mobile,21,0,0,0,0.0,2,2025-07
9165,904,208,2025-08-27,WhatsApp,Mobile,15,0,0,0,0.0,4,2025-08
9166,3059,208,2025-07-17,WhatsApp,Mobile,12,1,0,0,0.0,2,2025-07
9167,4167,206,2025-07-05,App Push,Mobile,9,0,0,0,0.0,1,2025-07
9168,1025,204,2025-07-20,App Push,Desktop,15,0,0,0,0.0,2,2025-07
9169,4216,209,2025-07-02,App Push,Mobile,18,1,1,0,0.0,4,2025-07
9170,4788,208,2025-08-12,WhatsApp,Desktop,12,1,0,0,0.0,5,2025-08
9171,879,206,2025-09-29,App Push,Desktop,9,1,0,0,0.0,3,2025-09
9172,4267,203,2025-08-03,App Push,Mobile,21,0,0,0,0.0,5,2025-08
9173,3634,205,2025-09-13,Email,Mobile,15,0,0,0,0.0,3,2025-09
9174,2553,204,2025-09-06,App Push,Desktop,9,0,0,0,0.0,5,2025-09
9175,1871,204,2025-09-28,App Push,Desktop,18,0,0,0,0.0,3,2025-09
9176,1884,204,2025-07-01,App Push,Mobile,15,0,0,0,0.0,3,2025-07
9177,1317,210,2025-07-21,WhatsApp,Mobile,18,1,1,0,0.0,3,2025-07
9178,2424,204,2025-09-24,App Push,Mobile,15,0,0,0,0.0,1,2025-09
9179,4331,205,2025-07-16,Email,Mobile,12,0,0,0,0.0,2,2025-07
9180,694,202,2025-08-14,WhatsApp,Mobile,15,0,0,0,0.0,4,2025-08
9181,3845,207,2025-07-02,App Push,Mobile,15,0,0,0,0.0,0,2025-07
9182,3623,210,2025-07-05,WhatsApp,Mobile,12,0,0,0,0.0,2,2025-07
9183,1099,207,2025-07-17,App Push,Mobile,15,0,0,0,0.0,2,2025-07
9184,36,203,2025-07-02,App Push,Mobile,18,0,0,0,0.0,3,2025-07
9185,2375,201,2025-07-29,App Push,Mobile,9,1,1,0,0.0,4,2025-07
9186,2004,204,2025-07-23,App Push,Desktop,18,0,0,0,0.0,2,2025-07
9187,705,209,2025-07-01,App Push,Mobile,15,0,0,0,0.0,3,2025-07
9188,829,205,2025-08-13,Email,Mobile,18,1,0,0,0.0,3,2025-08
9189,4822,204,2025-07-25,App Push,Mobile,21,0,0,0,0.0,3,2025-07
9190,3014,204,2025-09-24,App Push,Mobile,18,0,0,0,0.0,1,2025-09
9191,4308,204,2025-09-27,App Push,Mobile,9,0,0,0,0.0,2,2025-09
9192,839,203,2025-07-24,App Push,Desktop,15,0,0,0,0.0,2,2025-07
9193,3534,204,2025-07-25,App Push,Mobile,12,0,0,0,0.0,1,2025-07
9194,1020,209,2025-08-21,App Push,Mobile,15,1,0,0,0.0,2,2025-08
9195,1697,204,2025-07-04,App Push,Desktop,12,0,0,0,0.0,1,2025-07
9196,3100,209,2025-09-27,App Push,Desktop,15,0,0,0,0.0,4,2025-09
9197,70,207,2025-07-19,App Push,Mobile,12,0,0,0,0.0,2,2025-07
9198,3590,209,2025-08-01,App Push,Desktop,9,1,0,0,0.0,4,2025-08
9199,1888,201,2025-08-20,App Push,Desktop,21,0,0,0,0.0,0,2025-08
9200,4332,209,2025-08-28,App Push,Mobile,9,0,0,0,0.0,4,2025-08
9201,672,208,2025-07-02,WhatsApp,Mobile,9,0,0,0,0.0,3,2025-07
9202,2607,201,2025-07-02,App Push,Mobile,18,1,1,0,0.0,2,2025-07
9203,4189,203,2025-09-15,App Push,Mobile,12,0,0,0,0.0,4,2025-09
9204,1769,207,2025-08-18,App Push,Mobile,9,1,0,0,0.0,3,2025-08
9205,4702,210,2025-07-20,WhatsApp,Mobile,12,1,0,0,0.0,1,2025-07
9206,3560,208,2025-09-06,WhatsApp,Mobile,21,0,0,0,0.0,5,2025-09
9207,1377,206,2025-09-09,App Push,Mobile,12,0,0,0,0.0,0,2025-09
9208,3567,201,2025-07-11,App Push,Mobile,18,0,0,0,0.0,5,2025-07
9209,1140,209,2025-07-20,App Push,Mobile,12,0,0,0,0.0,2,2025-07
9210,732,204,2025-09-20,App Push,Desktop,18,1,0,0,0.0,3,2025-09
9211,2912,208,2025-08-26,WhatsApp,Desktop,15,0,0,0,0.0,5,2025-08
9212,4473,205,2025-08-22,Email,Mobile,12,0,0,0,0.0,3,2025-08
9213,2001,208,2025-07-28,WhatsApp,Desktop,18,1,0,0,0.0,6,2025-07
9214,87,202,2025-08-25,WhatsApp,Desktop,18,0,0,0,0.0,3,2025-08
9215,2915,201,2025-08-15,App Push,Desktop,15,1,0,0,0.0,5,2025-08
9216,4015,206,2025-07-11,App Push,Mobile,18,0,0,0,0.0,2,2025-07
9217,2658,204,2025-09-11,App Push,Mobile,12,1,1,0,0.0,3,2025-09
9218,1072,204,2025-08-30,App Push,Mobile,15,0,0,0,0.0,2,2025-08
9219,2638,201,2025-07-08,App Push,Desktop,9,1,0,0,0.0,6,2025-07
9220,4387,205,2025-09-05,Email,Desktop,21,0,0,0,0.0,2,2025-09
9221,3727,203,2025-09-06,App Push,Mobile,18,0,0,0,0.0,1,2025-09
9222,1287,206,2025-08-28,App Push,Mobile,15,0,0,0,0.0,0,2025-08
9223,4273,210,2025-07-17,WhatsApp,Mobile,15,0,0,0,0.0,5,2025-07
9224,4447,204,2025-08-06,App Push,Mobile,12,0,0,0,0.0,4,2025-08
9225,2718,208,2025-08-09,WhatsApp,Desktop,18,0,0,0,0.0,3,2025-08
9226,4039,210,2025-08-02,WhatsApp,Mobile,18,1,0,0,0.0,3,2025-08
9227,885,209,2025-09-18,App Push,Mobile,18,0,0,0,0.0,4,2025-09
9228,932,210,2025-09-27,WhatsApp,Desktop,12,1,1,0,0.0,4,2025-09
9229,1720,210,2025-08-29,WhatsApp,Desktop,21,1,0,0,0.0,0,2025-08
9230,105,202,2025-08-03,WhatsApp,Desktop,21,1,0,0,0.0,2,2025-08
9231,4014,209,2025-07-11,App Push,Mobile,21,0,0,0,0.0,4,2025-07
9232,1967,202,2025-07-04,WhatsApp,Mobile,18,0,0,0,0.0,5,2025-07
9233,483,209,2025-09-03,App Push,Mobile,9,0,0,0,0.0,5,2025-09
9234,4230,204,2025-07-08,App Push,Desktop,21,0,0,0,0.0,0,2025-07
9235,3268,204,2025-07-18,App Push,Desktop,15,0,0,0,0.0,4,2025-07
9236,325,205,2025-07-26,Email,Mobile,18,1,0,0,0.0,7,2025-07
9237,4808,204,2025-07-29,App Push,Mobile,12,0,0,0,0.0,1,2025-07
9238,2276,209,2025-09-23,App Push,Mobile,12,1,1,0,0.0,0,2025-09
9239,4247,210,2025-09-01,WhatsApp,Mobile,18,0,0,0,0.0,8,2025-09
9240,3350,205,2025-08-31,Email,Desktop,15,0,0,0,0.0,0,2025-08
9241,4953,201,2025-07-22,App Push,Mobile,21,0,0,0,0.0,0,2025-07
9242,1598,208,2025-08-08,WhatsApp,Mobile,21,0,0,0,0.0,3,2025-08
9243,3056,205,2025-07-13,Email,Mobile,15,0,0,0,0.0,2,2025-07
9244,4481,204,2025-09-02,App Push,Mobile,12,0,0,0,0.0,4,2025-09
9245,785,209,2025-07-30,App Push,Desktop,15,0,0,0,0.0,2,2025-07
9246,1532,203,2025-08-26,App Push,Mobile,15,0,0,0,0.0,2,2025-08
9247,3271,210,2025-07-22,WhatsApp,Mobile,21,0,0,0,0.0,3,2025-07
9248,2861,208,2025-09-04,WhatsApp,Mobile,18,0,0,0,0.0,3,2025-09
9249,270,203,2025-09-03,App Push,Mobile,18,1,0,0,0.0,0,2025-09
9250,3043,209,2025-08-18,App Push,Mobile,12,0,0,0,0.0,0,2025-08
9251,338,208,2025-09-08,WhatsApp,Desktop,9,1,0,0,0.0,4,2025-09
9252,1357,204,2025-09-11,App Push,Mobile,18,0,0,0,0.0,0,2025-09
9253,4891,202,2025-07-19,WhatsApp,Mobile,12,0,0,0,0.0,3,2025-07
9254,818,210,2025-09-20,WhatsApp,Mobile,15,1,0,0,0.0,7,2025-09
9255,2903,203,2025-07-20,App Push,Desktop,21,0,0,0,0.0,0,2025-07
9256,4123,204,2025-08-25,App Push,Mobile,12,0,0,0,0.0,3,2025-08
9257,2931,204,2025-07-01,App Push,Mobile,9,0,0,0,0.0,1,2025-07
9258,1355,202,2025-07-03,WhatsApp,Mobile,15,1,0,0,0.0,1,2025-07
9259,4707,201,2025-08-19,App Push,Mobile,18,0,0,0,0.0,3,2025-08
9260,543,206,2025-08-11,App Push,Mobile,15,1,0,0,0.0,4,2025-08
9261,1108,205,2025-08-17,Email,Desktop,18,0,0,0,0.0,3,2025-08
9262,4135,206,2025-08-27,App Push,Mobile,12,0,0,0,0.0,1,2025-08
9263,2280,207,2025-08-26,App Push,Desktop,12,0,0,0,0.0,1,2025-08
9264,4692,201,2025-08-06,App Push,Mobile,9,1,0,0,0.0,2,2025-08
9265,290,206,2025-08-19,App Push,Mobile,12,0,0,0,0.0,2,2025-08
9266,746,209,2025-09-21,App Push,Desktop,15,1,1,0,0.0,1,2025-09
9267,4375,206,2025-09-03,App Push,Desktop,12,0,0,0,0.0,5,2025-09
9268,2321,206,2025-08-03,App Push,Mobile,21,1,0,0,0.0,0,2025-08
9269,3984,203,2025-07-15,App Push,Mobile,9,0,0,0,0.0,2,2025-07
9270,4581,202,2025-09-21,WhatsApp,Mobile,9,0,0,0,0.0,0,2025-09
9271,1336,202,2025-09-14,WhatsApp,Desktop,18,0,0,0,0.0,5,2025-09
9272,2614,202,2025-09-04,WhatsApp,Mobile,21,0,0,0,0.0,2,2025-09
9273,949,206,2025-08-26,App Push,Mobile,12,0,0,0,0.0,3,2025-08
9274,2924,201,2025-09-27,App Push,Mobile,21,0,0,0,0.0,1,2025-09
9275,4364,206,2025-08-12,App Push,Mobile,9,1,0,0,0.0,1,2025-08
9276,1141,204,2025-09-30,App Push,Mobile,21,0,0,0,0.0,2,2025-09
9277,4784,204,2025-07-03,App Push,Mobile,18,0,0,0,0.0,3,2025-07
9278,133,205,2025-07-17,Email,Mobile,15,1,0,0,0.0,5,2025-07
9279,1129,205,2025-08-14,Email,Mobile,15,0,0,0,0.0,3,2025-08
9280,2263,206,2025-08-21,App Push,Mobile,18,1,0,0,0.0,2,2025-08
9281,4846,201,2025-08-02,App Push,Desktop,18,1,1,1,369.1,0,2025-08
9282,796,203,2025-08-21,App Push,Mobile,15,0,0,0,0.0,3,2025-08
9283,134,204,2025-07-20,App Push,Mobile,9,0,0,0,0.0,5,2025-07
9284,4846,203,2025-07-29,App Push,Mobile,12,0,0,0,0.0,2,2025-07
9285,533,201,2025-07-26,App Push,Mobile,9,0,0,0,0.0,1,2025-07
9286,1005,204,2025-08-28,App Push,Desktop,18,0,0,0,0.0,1,2025-08
9287,1664,207,2025-07-25,App Push,Mobile,18,0,0,0,0.0,3,2025-07
9288,80,201,2025-07-10,App Push,Mobile,9,0,0,0,0.0,2,2025-07
9289,1753,201,2025-07-07,App Push,Mobile,12,1,1,1,494.32,5,2025-07
9290,2333,210,2025-08-05,WhatsApp,Mobile,18,0,0,0,0.0,3,2025-08
9291,4395,205,2025-08-13,Email,Mobile,12,0,0,0,0.0,4,2025-08
9292,4302,208,2025-07-13,WhatsApp,Mobile,15,1,0,0,0.0,3,2025-07
9293,3168,205,2025-09-29,Email,Mobile,9,0,0,0,0.0,5,2025-09
9294,289,205,2025-07-31,Email,Desktop,15,0,0,0,0.0,5,2025-07
9295,4649,210,2025-08-12,WhatsApp,Desktop,21,0,0,0,0.0,2,2025-08
9296,4700,203,2025-07-24,App Push,Desktop,9,1,1,0,0.0,4,2025-07
9297,2069,201,2025-09-05,App Push,Desktop,9,0,0,0,0.0,1,2025-09
9298,2075,206,2025-09-07,App Push,Mobile,21,0,0,0,0.0,2,2025-09
9299,2004,201,2025-09-01,App Push,Desktop,12,0,0,0,0.0,3,2025-09
9300,3281,205,2025-07-09,Email,Mobile,18,0,0,0,0.0,0,2025-07
9301,3280,206,2025-07-20,App Push,Mobile,18,1,0,0,0.0,6,2025-07
9302,40,201,2025-08-24,App Push,Desktop,21,1,0,0,0.0,1,2025-08
9303,2018,205,2025-09-28,Email,Mobile,9,0,0,0,0.0,3,2025-09
9304,1693,202,2025-08-15,WhatsApp,Mobile,9,1,0,0,0.0,3,2025-08
9305,2859,203,2025-08-01,App Push,Desktop,15,1,0,0,0.0,0,2025-08
9306,4332,207,2025-08-24,App Push,Desktop,9,0,0,0,0.0,5,2025-08
9307,4684,206,2025-09-09,App Push,Desktop,18,0,0,0,0.0,2,2025-09
9308,4665,209,2025-07-30,App Push,Mobile,12,1,1,1,543.27,2,2025-07
9309,3607,209,2025-07-08,App Push,Mobile,18,0,0,0,0.0,4,2025-07
9310,315,201,2025-07-10,App Push,Mobile,21,0,0,0,0.0,4,2025-07
9311,2309,209,2025-07-03,App Push,Mobile,9,0,0,0,0.0,1,2025-07
9312,4168,208,2025-08-06,WhatsApp,Mobile,9,0,0,0,0.0,4,2025-08
9313,3110,206,2025-08-29,App Push,Mobile,15,0,0,0,0.0,4,2025-08
9314,4990,205,2025-08-14,Email,Mobile,18,0,0,0,0.0,3,2025-08
9315,3193,207,2025-08-26,App Push,Mobile,9,0,0,0,0.0,3,2025-08
9316,4721,202,2025-08-10,WhatsApp,Mobile,15,1,0,0,0.0,2,2025-08
9317,4060,206,2025-09-01,App Push,Desktop,18,1,1,0,0.0,5,2025-09
9318,2490,201,2025-09-22,App Push,Mobile,21,0,0,0,0.0,3,2025-09
9319,618,206,2025-07-17,App Push,Mobile,18,0,0,0,0.0,3,2025-07
9320,3222,207,2025-08-06,App Push,Mobile,18,0,0,0,0.0,2,2025-08
9321,2275,204,2025-09-19,App Push,Desktop,21,0,0,0,0.0,0,2025-09
9322,2760,201,2025-07-07,App Push,Mobile,18,0,0,0,0.0,1,2025-07
9323,4665,203,2025-08-15,App Push,Mobile,18,1,0,0,0.0,2,2025-08
9324,2272,209,2025-09-05,App Push,Mobile,18,0,0,0,0.0,2,2025-09
9325,925,202,2025-07-01,WhatsApp,Mobile,15,1,0,0,0.0,7,2025-07
9326,1468,205,2025-09-05,Email,Mobile,18,1,0,0,0.0,0,2025-09
9327,4056,206,2025-09-18,App Push,Mobile,18,0,0,0,0.0,5,2025-09
9328,1648,207,2025-09-30,App Push,Mobile,9,0,0,0,0.0,3,2025-09
9329,1297,202,2025-09-30,WhatsApp,Desktop,12,1,0,0,0.0,1,2025-09
9330,2281,204,2025-09-01,App Push,Desktop,9,1,0,0,0.0,2,2025-09
9331,453,207,2025-09-10,App Push,Mobile,15,0,0,0,0.0,1,2025-09
9332,2775,206,2025-08-18,App Push,Mobile,15,0,0,0,0.0,6,2025-08
